"","LONG_1","LONG_2","LAT_1","LAT_2","sample_type","country_1","country_2","chrom","mean_dxy_per_country_combo"
"1",96.9229987771947,35.3200910970855,18.8044787903013,-17.1179693726334,"pools","Myanmar","Mozambique","Ascaris suum - US",0.1586921
"2",96.9229987771947,96.9229987771947,18.8044787903013,18.8044787903013,"pools","Myanmar","Myanmar","Ascaris suum - US",0.156840637777778
"3",35.3200910970855,25.2998311746174,-17.1179693726334,-28.8465438773729,"pools","Mozambique","South Africa","Ascaris suum - US",0.1424586
"4",96.9229987771947,25.2998311746174,18.8044787903013,-28.8465438773729,"pools","Myanmar","South Africa","Ascaris suum - US",0.153359946
"5",25.2998311746174,25.2998311746174,-28.8465438773729,-28.8465438773729,"pools","South Africa","South Africa","Ascaris suum - US",0.1508223
"6",13.0138730539594,35.3200910970855,6.2606792647498,-17.1179693726334,"pools","Cameroon","Mozambique","Trichuris trichiura",0.44429
"7",13.0138730539594,25.2998311746174,6.2606792647498,-28.8465438773729,"pools","Cameroon","South Africa","Trichuris trichiura",0.370066
"8",35.3200910970855,25.2998311746174,-17.1179693726334,-28.8465438773729,"pools","Mozambique","South Africa","Trichuris trichiura",0.182236
