"","species","sample_id","mito_or_repeat","worm_eggs","total_copy_numbers"
"368","Trichuris_trichiura","UGA_TT003","FINAL_MITOGENOME_COPIES","worms",23.8374957629321
"369","Trichuris_trichiura","UGA_TT003","FINAL_REPEAT_COPIES","worms",278.53321978013
"370","Trichuris_trichiura","UGA_TT004","FINAL_MITOGENOME_COPIES","worms",19.0881372362584
"371","Trichuris_trichiura","UGA_TT004","FINAL_REPEAT_COPIES","worms",184.684502532729
"372","Trichuris_trichiura","UGA_TT005","FINAL_MITOGENOME_COPIES","worms",31.1650774898001
"373","Trichuris_trichiura","UGA_TT005","FINAL_REPEAT_COPIES","worms",279.577430527674
"374","Trichuris_trichiura","UGA_TT006","FINAL_MITOGENOME_COPIES","worms",11.1397854950665
"375","Trichuris_trichiura","UGA_TT006","FINAL_REPEAT_COPIES","worms",286.732734206204
"376","Trichuris_trichiura","UGA_TT007","FINAL_MITOGENOME_COPIES","worms",9.57746230156304
"377","Trichuris_trichiura","UGA_TT007","FINAL_REPEAT_COPIES","worms",134.130189766061
"378","Trichuris_trichiura","UGA_TT008","FINAL_MITOGENOME_COPIES","worms",4.9877154954902
"379","Trichuris_trichiura","UGA_TT008","FINAL_REPEAT_COPIES","worms",335.659130292316
"380","Trichuris_trichiura","UGA_TT009","FINAL_MITOGENOME_COPIES","worms",0.434362241345901
"381","Trichuris_trichiura","UGA_TT009","FINAL_REPEAT_COPIES","worms",345.24037918152
"382","Trichuris_trichiura","UGA_TT010","FINAL_MITOGENOME_COPIES","worms",60.4546080818843
"383","Trichuris_trichiura","UGA_TT010","FINAL_REPEAT_COPIES","worms",374.86562735665
"384","Trichuris_trichiura","UGA_TT011","FINAL_MITOGENOME_COPIES","worms",25.0925533965818
"385","Trichuris_trichiura","UGA_TT011","FINAL_REPEAT_COPIES","worms",360.733268584162
"386","Trichuris_trichiura","UGA_TT012","FINAL_MITOGENOME_COPIES","worms",3.47582336680196
"387","Trichuris_trichiura","UGA_TT012","FINAL_REPEAT_COPIES","worms",379.556360339081
"388","Trichuris_trichiura","UGA_TT013","FINAL_MITOGENOME_COPIES","worms",1.09464525490645
"389","Trichuris_trichiura","UGA_TT013","FINAL_REPEAT_COPIES","worms",129.561062888362
"390","Trichuris_trichiura","ZAF002","FINAL_MITOGENOME_COPIES","eggs",2.463038664235
"391","Trichuris_trichiura","ZAF004","FINAL_MITOGENOME_COPIES","eggs",1.13362623506008
"392","Trichuris_trichiura","ZAF005","FINAL_MITOGENOME_COPIES","eggs",1.19049949406221
"393","Trichuris_trichiura","ZAF006","FINAL_MITOGENOME_COPIES","eggs",4.68820492269357
