"","species","start","end","sample_id","raw_read_counts","raw_reads_n","normalised","country","total_read_counts","percentage"
"65","Ascaris_lumb_KOR",0,14281,"KEN_ALUM062_trimmed",61,83751566,51.0009516139257,"Kenya",2946688.96490233,1.73078842800825e-05
"66","Ascaris_lumb_KOR",0,14281,"KEN_ALUM063_trimmed",770869,99006736,545201.721953284,"Kenya",2946688.96490233,0.185021808696852
"67","Ascaris_lumb_KOR",0,14281,"KEN_ALUM064_trimmed",635,95241536,466.86220329545,"Kenya",2946688.96490233,0.000158436200378184
"68","Ascaris_lumb_KOR",0,14281,"KEN_ALUM065_trimmed",450,95555338,329.760734366116,"Kenya",2946688.96490233,0.000111908904636308
"69","Ascaris_lumb_KOR",0,14281,"KEN_ALUM066_trimmed",56605,110704150,35804.059803922,"Kenya",2946688.96490233,0.0121506070815006
"70","Ascaris_lumb_KOR",0,14281,"KEN_ALUM067_trimmed",60,145606348,28.8544181983809,"Kenya",2946688.96490233,9.79214927060933e-06
"71","Ascaris_lumb_KOR",0,14281,"KEN_ALUM068_trimmed",136,135370254,70.3488569731888,"Kenya",2946688.96490233,2.38738658240167e-05
"72","Ascaris_lumb_KOR",0,14281,"MMR002_trimmed",0,70562020,0,"Myanmar",2707.74365314565,0
"73","Ascaris_lumb_KOR",0,14281,"MMR007_trimmed",0,79659210,0,"Myanmar",2707.74365314565,0
"74","Ascaris_lumb_KOR",0,14281,"MMR013_trimmed",0,88690668,0,"Myanmar",2707.74365314565,0
"75","Ascaris_lumb_KOR",0,14281,"MMR016_trimmed",1,75671922,0.925351250170657,"Myanmar",2707.74365314565,0.000341742560857138
"76","Ascaris_lumb_KOR",0,14281,"MMR_NDK113_trimmed",0,36645824,0,"Myanmar",2707.74365314565,0
"77","Ascaris_lumb_KOR",0,14281,"MMR_NDK63_trimmed",3,44801624,4.68887741383101,"Myanmar",2707.74365314565,0.00173165484420352
"78","Ascaris_lumb_KOR",0,14281,"MMR_NKD92_trimmed",149,41118442,253.741205374512,"Myanmar",2707.74365314565,0.0937094636265639
"79","Ascaris_lumb_KOR",0,14281,"MMR_TKU102_trimmed",1,35545456,1.96995946895481,"Myanmar",2707.74365314565,0.000727528053354037
"80","Ascaris_lumb_KOR",0,14281,"MMR_TKU23_trimmed",0,37687968,0,"Myanmar",2707.74365314565,0
"81","Ascaris_lumb_KOR",0,14281,"MMR_TKU25_trimmed",2,32147398,4.35637793301445,"Myanmar",2707.74365314565,0.00160885906904575
"82","Ascaris_lumb_KOR",0,14281,"MOZ028_trimmed",0,131034298,0,"Mozambique",324.502421665954,0
"83","Ascaris_lumb_KOR",0,14281,"MOZ030_trimmed",1,162697410,0.430388582249198,"Mozambique",324.502421665954,0.00132630314448699
"84","Ascaris_lumb_KOR",0,14281,"ZAF002_trimmed",0,77746670,0,"South Africa",1450.45506730951,0
"85","Ascaris_lumb_KOR",0,14281,"ZAF003_trimmed",38,91508578,29.0779088466398,"South Africa",1450.45506730951,0.0200474385604907
"86","Ascaris_lumb_KOR",0,14281,"ZAF004_trimmed",1,80263198,0.87241860990284,"South Africa",1450.45506730951,0.000601479238871642
"87","Ascaris_lumb_KOR",0,14281,"ZAF005_trimmed",0,98244530,0,"South Africa",1450.45506730951,0
"88","Ascaris_lumb_KOR",0,14281,"ZAF006_trimmed",0,72830114,0,"South Africa",1450.45506730951,0
"89","Ascaris_suum_US",0,14284,"ECU_ALUM001_trimmed",2862,6572008,30487.4923592975,"Ecuador",32693.1787358463,0.932533743678757
"90","Ascaris_suum_US",0,14284,"ETH001_trimmed",34969,53888110,45429.7576005724,"Ethiopia",50676.3048484705,0.896469419710336
"91","Ascaris_suum_US",0,14284,"ETH002_trimmed",5965,85707418,4872.39169908772,"Ethiopia",50676.3048484705,0.0961473357944484
"92","Ascaris_suum_US",0,14284,"KEN_ALUM001_trimmed",142159,96072026,103592.322274056,"Kenya",2946688.96490233,0.0351554994463046
"93","Ascaris_suum_US",0,14284,"KEN_ALUM002_trimmed",54189,98382266,38560.6613516004,"Kenya",2946688.96490233,0.0130860982651688
"94","Ascaris_suum_US",0,14284,"KEN_ALUM003_trimmed",107672,138159874,54559.5789508783,"Kenya",2946688.96490233,0.0185155541018177
"95","Ascaris_suum_US",0,14284,"KEN_ALUM004_trimmed",7417,102711676,5055.43605653201,"Kenya",2946688.96490233,0.00171563273787859
"96","Ascaris_suum_US",0,14284,"KEN_ALUM005_trimmed",11689,95162594,8599.26327127995,"Kenya",2946688.96490233,0.00291827993171481
"97","Ascaris_suum_US",0,14284,"KEN_ALUM006_trimmed",31272,107429540,20378.9638895034,"Kenya",2946688.96490233,0.00691588563714557
"98","Ascaris_suum_US",0,14284,"KEN_ALUM007_trimmed",16084,124087802,9074.34174565053,"Kenya",2946688.96490233,0.00307950443828105
"99","Ascaris_suum_US",0,14284,"KEN_ALUM008_trimmed",78847,100426638,54965.0222711559,"Kenya",2946688.96490233,0.0186531469475869
"100","Ascaris_suum_US",0,14284,"KEN_ALUM009_trimmed",64506,117225286,38523.7867146671,"Kenya",2946688.96490233,0.0130735843428063
"101","Ascaris_suum_US",0,14284,"KEN_ALUM010_trimmed",25340,94202116,18831.9854890073,"Kenya",2946688.96490233,0.00639089694002758
"102","Ascaris_suum_US",0,14284,"KEN_ALUM011_trimmed",14944,160383610,6523.14500630931,"Kenya",2946688.96490233,0.00221372024126256
"103","Ascaris_suum_US",0,14284,"KEN_ALUM012_trimmed",17142,149624644,8020.63067953705,"Kenya",2946688.96490233,0.00272191289106854
"104","Ascaris_suum_US",0,14284,"KEN_ALUM013_trimmed",15562,148686948,7327.2788979997,"Kenya",2946688.96490233,0.00248661429328784
"105","Ascaris_suum_US",0,14284,"KEN_ALUM014_trimmed",19853,333901836,4162.53112550787,"Kenya",2946688.96490233,0.00141261299549674
"106","Ascaris_suum_US",0,14284,"KEN_ALUM015_trimmed",6332,88500648,5008.92598191396,"Kenya",2946688.96490233,0.00169984889534481
"107","Ascaris_suum_US",0,14284,"KEN_ALUM016_trimmed",13489,165388606,5709.84509778469,"Kenya",2946688.96490233,0.00193771557357902
"108","Ascaris_suum_US",0,14284,"KEN_ALUM017_trimmed",131658,161343062,57127.7496885933,"Kenya",2946688.96490233,0.0193870986619339
"109","Ascaris_suum_US",0,14284,"KEN_ALUM018_trimmed",13636,93982644,10157.5622425215,"Kenya",2946688.96490233,0.00344711042241208
"110","Ascaris_suum_US",0,14284,"KEN_ALUM019_trimmed",13957,134342412,7273.25971243054,"Kenya",2946688.96490233,0.0024682821292174
"111","Ascaris_suum_US",0,14284,"KEN_ALUM020_trimmed",29257,97153930,21082.3770926672,"Kenya",2946688.96490233,0.00715459871868968
"112","Ascaris_suum_US",0,14284,"KEN_ALUM021_trimmed",13722,268089858,3583.3331622468,"Kenya",2946688.96490233,0.0012160540881401
"113","Ascaris_suum_US",0,14284,"KEN_ALUM022_trimmed",9039,92653094,6829.84139431335,"Kenya",2946688.96490233,0.00231780193826454
"114","Ascaris_suum_US",0,14284,"KEN_ALUM023_trimmed",13490,218214108,4327.92058339121,"Kenya",2946688.96490233,0.00146874021484472
"115","Ascaris_suum_US",0,14284,"KEN_ALUM024_trimmed",10968,91632412,8379.70021194106,"Kenya",2946688.96490233,0.00284376814511158
"116","Ascaris_suum_US",0,14284,"KEN_ALUM025_trimmed",20587,85278918,16900.5773684205,"Kenya",2946688.96490233,0.00573544665545678
"117","Ascaris_suum_US",0,14284,"KEN_ALUM026_trimmed",13055,128494112,7112.85257305035,"Kenya",2946688.96490233,0.00241384572914573
"118","Ascaris_suum_US",0,14284,"KEN_ALUM027_trimmed",17607,111734828,11031.814686733,"Kenya",2946688.96490233,0.00374380018323334
"119","Ascaris_suum_US",0,14284,"KEN_ALUM028_trimmed",17019,309329480,3851.79251831158,"Kenya",2946688.96490233,0.0013071595150319
"120","Ascaris_suum_US",0,14284,"KEN_ALUM029_trimmed",10793,178970560,4221.92718221729,"Kenya",2946688.96490233,0.00143276987578403
"121","Ascaris_suum_US",0,14284,"KEN_ALUM030_trimmed",61066,174448136,24506.613334991,"Kenya",2946688.96490233,0.00831666104800553
"122","Ascaris_suum_US",0,14284,"KEN_ALUM031_trimmed",15496,74258220,14609.1595249905,"Kenya",2946688.96490233,0.00495782205010387
"123","Ascaris_suum_US",0,14284,"KEN_ALUM032_trimmed",10566,94992872,7786.99232350619,"Kenya",2946688.96490233,0.00264262445621379
"124","Ascaris_suum_US",0,14284,"KEN_ALUM033_trimmed",18550,84827536,15309.3665092505,"Kenya",2946688.96490233,0.00519544705654333
"125","Ascaris_suum_US",0,14284,"KEN_ALUM034_trimmed",45513,98584654,32320.3685949195,"Kenya",2946688.96490233,0.0109683678799777
"126","Ascaris_suum_US",0,14284,"KEN_ALUM035_trimmed",28587,85712172,23349.4276591095,"Kenya",2946688.96490233,0.00792395394872749
"127","Ascaris_suum_US",0,14284,"KEN_ALUM036_trimmed",17943,77384396,16232.739469708,"Kenya",2946688.96490233,0.00550880654967466
"128","Ascaris_suum_US",0,14284,"KEN_ALUM037_trimmed",93834,97340932,67486.1865941044,"Kenya",2946688.96490233,0.0229023787029865
"129","Ascaris_suum_US",0,14284,"KEN_ALUM038_trimmed",8327,100083378,5824.74299772959,"Kenya",2946688.96490233,0.0019767077784956
"130","Ascaris_suum_US",0,14284,"KEN_ALUM039_trimmed",7212,98325008,5135.01700473361,"Kenya",2946688.96490233,0.00174263964262812
"131","Ascaris_suum_US",0,14284,"KEN_ALUM040_trimmed",20715,114332142,12684.3073305075,"Kenya",2946688.96490233,0.00430459661049701
"132","Ascaris_suum_US",0,14284,"KEN_ALUM041_trimmed",46125,323691682,9975.96687238809,"Kenya",2946688.96490233,0.0033854835007056
"133","Ascaris_suum_US",0,14284,"KEN_ALUM042_trimmed",55489,251381274,15453.4031184026,"Kenya",2946688.96490233,0.00524432788884959
"134","Ascaris_suum_US",0,14284,"KEN_ALUM043_trimmed",31039,143935126,15097.0150183567,"Kenya",2946688.96490233,0.00512338261627729
"135","Ascaris_suum_US",0,14284,"KEN_ALUM044_trimmed",15048,126166164,8349.99166947966,"Kenya",2946688.96490233,0.00283368613685918
"136","Ascaris_suum_US",0,14284,"KEN_ALUM045_trimmed",9467,175446048,3777.62588498933,"Kenya",2946688.96490233,0.00128199003355434
"137","Ascaris_suum_US",0,14284,"KEN_ALUM046_trimmed",9923,92548370,7506.27334877518,"Kenya",2946688.96490233,0.00254735855673318
"138","Ascaris_suum_US",0,14284,"KEN_ALUM047_trimmed",15906,101619008,10958.1233703361,"Kenya",2946688.96490233,0.00371879200718401
"139","Ascaris_suum_US",0,14284,"KEN_ALUM048_trimmed",28713,92929510,21630.9245378156,"Kenya",2946688.96490233,0.00734075594521817
"140","Ascaris_suum_US",0,14284,"KEN_ALUM049_trimmed",41205,118825398,24276.7641606353,"Kenya",2946688.96490233,0.00823865852480292
"141","Ascaris_suum_US",0,14284,"KEN_ALUM050_trimmed",15389,111419924,9669.35934289431,"Kenya",2946688.96490233,0.00328143195907845
"142","Ascaris_suum_US",0,14284,"KEN_ALUM051_trimmed",48698,107281166,31778.8223171761,"Kenya",2946688.96490233,0.0107845865972588
"143","Ascaris_suum_US",0,14284,"KEN_ALUM052_trimmed",35420,87706278,28272.7487729857,"Kenya",2946688.96490233,0.00959475163810607
